30,577.34,99.535,12.161,30.777,-0.35774
30,412.08,332.88,31.429,78.947,-0.47482
30,152.28,43.687,12.161,30.777,-0.55311
30,283.92,224.82,11.57,29.299,-0.61249
30,569.35,161.95,8.15,20.75,-0.69064
30,586.78,9.07,17.39,43.85,-0.71763
30,139.79,362.29,14.835,37.463,-0.72536
30,485.35,90.55,8.15,20.75,-0.72976
30,47.529,32.754,11.57,29.299,-0.73545
30,9.511,324.39,9.011,22.902,-0.74043
30,51.301,135.54,9.9603,25.276,-0.75033
30,550.67,344.76,15.589,39.349,-0.76084
30,528.23,22.878,14.835,37.463,-0.76334
30,403.1,275.76,9.011,22.903,-0.7725
30,460.98,125.27,9.011,22.903,-0.77286
30,102.1,8.2906,10.471,26.552,-0.784
30,260.47,411.32,14.835,37.463,-0.7841
30,39.849,115.09,15.589,39.349,-0.78609
30,243.85,12.85,8.15,20.75,-0.79088
30,350.32,124.23,9.474,24.06,-0.79985
30,263.64,243.12,13.433,33.957,-0.80087
30,176.65,428.02,8.57,21.8,-0.82455
30,571.35,123.73,8.57,21.8,-0.83517
30,413.95,432.85,8.15,20.75,-0.84163
30,158.38,289.71,10.471,26.552,-0.85042
30,443.35,332.05,8.15,20.75,-0.85624
30,525.35,39.146,77.542,194.23,-0.85927
30,133.82,97.984,12.781,32.328,-0.85974
30,41.925,166.95,18.272,46.055,-0.86033
30,90.55,65.35,8.15,20.75,-0.87622
30,398.93,269.63,14.117,35.667,-0.87883
30,268.82,120.64,9.011,22.902,-0.88093
30,155.37,65.077,9.011,22.903,-0.89265
60,586.78,229.57,17.39,43.85,-0.551
60,535.07,126.66,19.198,48.37,-0.55678
60,381.72,364.07,8.57,21.8,-0.58943
60,357.25,439.15,8.15,20.75,-0.59376
60,526.51,56.534,11.007,27.892,-0.65578
60,488.88,107.21,9.474,24.06,-0.69801
60,496.18,112.08,9.474,24.06,-0.7016
60,150.34,321.87,10.471,26.552,-0.72533
60,440.15,143.8,18.272,46.055,-0.73378
60,470.65,61.15,8.15,20.75,-0.73686
60,517.46,172.65,28.484,71.584,-0.73946
60,52.375,124.05,25.812,64.906,-0.74756
60,458.62,48.14,13.433,33.957,-0.74778
60,424.07,25.392,14.117,35.667,-0.7537
60,510.76,85.335,9.4741,24.06,-0.76334
60,617.65,441.25,8.15,20.75,-0.76616
60,462.55,136.77,12.161,30.777,-0.77441
60,549.02,50.906,11.007,27.892,-0.7973
60,85.767,345.74,13.433,33.957,-0.79821
60,282.71,76.653,9.011,22.903,-0.82188
60,216.34,33.325,8.57,21.8,-0.8297
60,399.87,152.22,22.264,56.034,-0.8308
60,117.16,34.192,14.835,37.463,-0.83749
60,118.18,10.971,10.471,26.552,-0.84158
60,270.41,295.74,11.007,27.892,-0.84339
60,251.62,156.81,8.57,21.8,-0.84618
60,397.7,254.36,12.781,32.328,-0.85398
60,280.75,123.39,13.433,33.957,-0.85794
60,349.21,118.45,11.007,27.892,-0.85848
60,263.24,65.258,11.57,29.299,-0.85963
60,426.26,99.806,9.011,22.903,-0.8615
60,270.48,116.55,13.433,33.957,-0.86289
60,343.31,118.18,21.192,53.354,-0.86407
60,348.72,265.56,15.589,39.349,-0.87345
60,273.22,309.14,28.484,71.584,-0.87914
60,579.17,171.78,42.633,106.96,-0.88138
60,420,158.64,15.589,39.349,-0.88219
60,115.09,8.1697,15.589,39.349,-0.88645
60,8.2906,118.18,10.471,26.552,-0.89479
60,470.76,64.901,14.117,35.667,-0.89545
90,375.48,35.092,10.471,26.552,-0.49688
90,391.56,418.36,10.471,26.552,-0.58604
90,287.34,319.75,9.011,22.903,-0.59745
90,557.73,45.813,10.471,26.552,-0.60418
90,244.49,413.3,14.117,35.667,-0.64441
90,470.65,149.35,8.15,20.75,-0.65793
90,554.63,39.849,15.589,39.349,-0.6613
90,324.43,245.3,9.9603,25.276,-0.67813
90,151.1,60.591,60.091,150.6,-0.68625
90,516.85,12.85,8.15,20.75,-0.74142
90,437.72,139.87,12.161,30.777,-0.75013
90,147.99,39.94,8.57,21.8,-0.76191
90,48.87,104.78,9.4741,24.06,-0.7686
90,572.12,62.762,9.011,22.903,-0.77044
90,280.42,130.56,25.812,64.906,-0.78191
90,579.85,124.15,8.15,20.75,-0.7938
90,215.96,434.62,11.57,29.299,-0.7946
90,471.87,121.8,19.198,48.37,-0.79471
